yORF	gene_name	GFP_tagged	GFP_visualized	TAP_visualized	abundance	error	localization_summary	ambiguous	mitochondrion	vacuole	spindle_pole	cell_periphery	punctate_composite	vacuolar_membrane	ER	nuclear_periphery	endosome	bud_neck	microtubule	Golgi	late_Golgi	peroxisome	actin	nucleolus	cytoplasm	ER_to_Golgi	early_Golgi	lipid_particle	nucleus	bud
YOR367W	SCP1	tagged	visualized	TAP visualized	1580	NA	actin	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F
YOR370C	MRS6	tagged	visualized	TAP visualized	23800	4960	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YOR371C	GPB1	tagged	visualized	TAP visualized	1640	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YOR372C	NDD1	tagged	visualized	TAP visualized	799	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YOR373W	NUD1	tagged	visualized	TAP visualized	892	NA	spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR374W	ALD4	tagged	visualized	TAP visualized	22200	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR375C	GDH1	tagged	visualized	TAP visualized	77500	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YOR377W	ATF1	tagged	visualized	TAP visualized	1990	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YOR385W		tagged	visualized	TAP visualized	504	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YOR386W	PHR1	tagged	visualized	TAP visualized	688	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL002C	SNF8	tagged	visualized	TAP visualized	1040	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL004C	LSP1	tagged	visualized	TAP visualized	104000	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL005W		tagged	visualized	TAP visualized	1760	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL006W	NCR1	tagged	visualized	TAP visualized	521	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL007C	TFC8	tagged	visualized	TAP visualized	2070	187	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL008W	CHL1	tagged	visualized	TAP visualized	98.9	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL009C		tagged	visualized	TAP visualized	7700	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL010W	RET3	tagged	visualized	not TAP visualized	not visualized	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL011C	TAF3	tagged	visualized	TAP visualized	3300	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL012W	RRP12	tagged	visualized	TAP visualized	8170	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL013C	MRPS16	tagged	visualized	TAP visualized	low signal	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL014W		tagged	visualized	TAP visualized	technical problem	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL015C	HST2	tagged	visualized	TAP visualized	5260	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL016W	SWI1	tagged	visualized	TAP visualized	92.3	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL017C		tagged	visualized	TAP visualized	6400	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL018W	CTF19	tagged	visualized	TAP visualized	1250	NA	"ambiguous,spindle pole"	T	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL019C	VTC3	tagged	visualized	TAP visualized	2630	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL020C	ULP1	tagged	visualized	TAP visualized	377	NA	nuclear periphery	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL022W	RAD1	tagged	visualized	TAP visualized	1400	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL024W	NCE4	tagged	visualized	TAP visualized	1500	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL026C	SKS1	tagged	visualized	TAP visualized	2810	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL028W	ERG10	tagged	visualized	TAP visualized	60900	5910	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL029W	SUV3	tagged	visualized	TAP visualized	1440	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL030W		tagged	visualized	TAP visualized	7720	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL031C	PHO85	tagged	visualized	TAP visualized	6160	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL032C	SVL3	tagged	visualized	TAP visualized	2180	NA	"ambiguous,bud neck,cytoplasm,cell periphery,bud"	T	F	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	F	T
YPL037C	EGD1	tagged	visualized	TAP visualized	18000	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL038W	MET31	tagged	visualized	TAP visualized	521	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL040C	ISM1	tagged	visualized	TAP visualized	1270	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL043W	NOP4	tagged	visualized	TAP visualized	4990	210	"nucleolus,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F
YPL045W	VPS16	tagged	visualized	TAP visualized	1300	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL046C	ELC1	tagged	visualized	TAP visualized	538	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL047W		tagged	visualized	TAP visualized	672	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL048W	CAM1	tagged	visualized	TAP visualized	60900	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL049C	DIG1	tagged	visualized	TAP visualized	1460	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL050C	MNN9	tagged	visualized	TAP visualized	1630	NA	Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F
YPL051W	ARL3	tagged	visualized	TAP visualized	1920	NA	early Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F
YPL053C	KTR6	tagged	visualized	TAP visualized	4380	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL055C	LGE1	tagged	visualized	TAP visualized	2060	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL057C	SUR1	tagged	visualized	TAP visualized	technical problem	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL058C	PDR12	tagged	visualized	TAP visualized	752	NA	cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL059W	GRX5	tagged	visualized	TAP visualized	6260	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL060W	LPE10	tagged	visualized	TAP visualized	396	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL061W	ALD6	tagged	visualized	TAP visualized	135000	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL063W	TIM50	tagged	visualized	TAP visualized	2400	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL064C	CWC27	tagged	visualized	TAP visualized	2360	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL065W	VPS28	tagged	visualized	TAP visualized	1420	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL066W		tagged	visualized	TAP visualized	396	NA	"bud neck,cytoplasm"	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	F	F
YPL067C		tagged	visualized	TAP visualized	1470	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL068C		tagged	visualized	TAP visualized	technical problem	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL069C	BTS1	tagged	visualized	TAP visualized	2840	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL070W	MUK1	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL071C		tagged	visualized	TAP visualized	low signal	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL072W	UBP16	tagged	visualized	TAP visualized	450	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL074W	YTA6	tagged	visualized	TAP visualized	259	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL075W	GCR1	tagged	visualized	TAP visualized	259	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL076W	GPI2	tagged	visualized	TAP visualized	low signal	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL078C	ATP4	tagged	visualized	TAP visualized	12900	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL079W	RPL21B	tagged	visualized	TAP visualized	66400	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL081W	RPS9A	tagged	visualized	TAP visualized	106000	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL082C	MOT1	tagged	visualized	TAP visualized	6560	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL083C	SEN54	tagged	visualized	TAP visualized	531	130	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL084W	BRO1	tagged	visualized	TAP visualized	10200	NA	"cytoplasm,endosome"	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL085W	SEC16	tagged	visualized	TAP visualized	358	NA	ER to Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F
YPL086C	ELP3	tagged	visualized	TAP visualized	4760	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL087W	YDC1	tagged	visualized	not TAP visualized	not visualized	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL089C	RLM1	tagged	visualized	TAP visualized	736	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL090C	RPS6A	tagged	visualized	TAP visualized	66000	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL091W	GLR1	tagged	visualized	TAP visualized	7600	NA	"cytoplasm,mitochondrion,nucleus"	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL093W	NOG1	tagged	visualized	TAP visualized	28000	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL094C	SEC62	tagged	visualized	TAP visualized	16500	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL096W	PNG1	tagged	visualized	TAP visualized	4850	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL097W	MSY1	tagged	visualized	TAP visualized	996	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL100W	MAI1	tagged	visualized	TAP visualized	6020	NA	"ambiguous,endosome"	T	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL104W	MSD1	tagged	visualized	TAP visualized	1550	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL105C		tagged	visualized	TAP visualized	830	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL106C	SSE1	tagged	visualized	TAP visualized	71700	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL107W		tagged	visualized	TAP visualized	2100	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL108W		tagged	visualized	TAP visualized	technical problem	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL109C		tagged	visualized	TAP visualized	2470	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL110C		tagged	visualized	TAP visualized	2300	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL111W	CAR1	tagged	visualized	TAP visualized	42800	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL112C	PEX25	tagged	visualized	TAP visualized	2420	NA	peroxisome	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F
YPL115C	BEM3	tagged	visualized	TAP visualized	752	NA	"bud neck,cytoplasm"	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	F	F
YPL116W	HOS3	tagged	visualized	TAP visualized	4420	NA	bud neck	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F
YPL117C	IDI1	tagged	visualized	TAP visualized	25500	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL118W	MRP51	tagged	visualized	TAP visualized	656	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL119C	DBP1	tagged	visualized	TAP visualized	1480	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL120W	VPS30	tagged	visualized	TAP visualized	2490	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL122C	TFB2	tagged	visualized	TAP visualized	8900	1880	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL124W	SPC29	tagged	visualized	not TAP visualized	not visualized	NA	spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL125W	KAP120	tagged	visualized	TAP visualized	6300	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL126W	NAN1	tagged	visualized	TAP visualized	6560	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F
YPL127C	HHO1	tagged	visualized	TAP visualized	6560	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL128C	TBF1	tagged	visualized	TAP visualized	6380	1210	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL129W	TAF14	tagged	visualized	TAP visualized	3120	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL131W	RPL5	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL133C	carbon	tagged	visualized	TAP visualized	799	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL134C	ODC1	tagged	visualized	TAP visualized	2840	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL135W	ISU1	tagged	visualized	TAP visualized	10800	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL137C		tagged	visualized	TAP visualized	656	NA	"ER,cytoplasm"	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL138C	SPP1	tagged	visualized	TAP visualized	1680	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL139C	UME1	tagged	visualized	TAP visualized	3040	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL140C	MKK2	tagged	visualized	TAP visualized	1950	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL141C		tagged	visualized	TAP visualized	556	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL144W		tagged	visualized	TAP visualized	2210	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL145C	KES1	tagged	visualized	TAP visualized	32200	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL146C		tagged	visualized	TAP visualized	1600	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL150W		tagged	visualized	TAP visualized	low signal	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL151C	PRP46	tagged	visualized	TAP visualized	1770	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL152W	RRD2	tagged	visualized	TAP visualized	2430	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL153C	RAD53	tagged	visualized	TAP visualized	6900	1160	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL154C	PEP4	tagged	visualized	not TAP visualized	not visualized	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL155C	KIP2	tagged	visualized	TAP visualized	656	NA	"spindle pole,microtubule"	F	F	F	T	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F
YPL157W	TGS1	tagged	visualized	not TAP visualized	not visualized	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F
YPL158C		tagged	visualized	TAP visualized	238	NA	bud neck	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F
YPL160W	CDC60	tagged	visualized	TAP visualized	158000	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL161C	BEM4	tagged	visualized	TAP visualized	6330	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL162C		tagged	visualized	TAP visualized	1440	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL163C	SVS1	tagged	visualized	TAP visualized	688	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL166W		tagged	visualized	TAP visualized	752	NA	"cytoplasm,nucleus,punctate composite"	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL168W		tagged	visualized	TAP visualized	technical problem	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL169C	MEX67	tagged	visualized	TAP visualized	2830	408	nuclear periphery	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL170W	DAP1	tagged	visualized	TAP visualized	6300	NA	"ER,cytoplasm"	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL172C	COX10	tagged	visualized	not TAP visualized	not visualized	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL175W	SPT14	tagged	visualized	TAP visualized	1480	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL177C	CUP9	tagged	visualized	TAP visualized	521	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL178W	CBC2	tagged	visualized	TAP visualized	6200	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL179W	PPQ1	tagged	visualized	TAP visualized	319	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL180W	BIT89	tagged	visualized	TAP visualized	243	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL181W	CTI6	tagged	visualized	TAP visualized	1590	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL183C		tagged	visualized	TAP visualized	3450	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL183W-A	GON5	tagged	visualized	TAP visualized	538	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL184C		tagged	visualized	TAP visualized	7950	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL188W	POS5	tagged	visualized	TAP visualized	4650	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL190C	NAB3	tagged	visualized	TAP visualized	5830	541	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL191C		tagged	visualized	TAP visualized	2050	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL192C	PRM3	tagged	visualized	TAP visualized	low signal	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL193W	RSA1	tagged	visualized	TAP visualized	259	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL194W	DDC1	tagged	visualized	TAP visualized	238	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL195W	APL5	tagged	visualized	TAP visualized	13500	NA	early Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F
YPL198W	RPL7B	tagged	visualized	TAP visualized	7080	NA	"cytoplasm,nucleolus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	T	F	F	F	F	F
YPL199C		tagged	visualized	TAP visualized	2130	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YPL202C	AFT2	tagged	visualized	TAP visualized	technical problem	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL203W	TPK2	tagged	visualized	TAP visualized	2220	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YPL204W	HRR25	tagged	visualized	TAP visualized	10300	1690	"ambiguous,bud neck,cytoplasm,nucleus,bud"	T	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	T	T
YPL206C		tagged	visualized	TAP visualized	3270	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL207W		tagged	visualized	TAP visualized	5410	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YPL208W		tagged	visualized	TAP visualized	4800	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YPL209C	IPL1	tagged	visualized	TAP visualized	149	NA	microtubule	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F
YPL210C	SRP72	tagged	visualized	TAP visualized	11800	3500	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
