Gene	Ensembl.Gene.ID	Essential	Transcript.length	Strand	GC.content	Enzyme	SEG.low.complexity	Transmembrane.domain	Signal.peptide	Coiled.coil	Nucleus	Mitochondria	ER	Cytoplasm	Ribosome
MAG1	YER142C	0	891	-1	36.25	1	1	0	0	0	1	0	0	1	0
MAG2	YLR427W	0	2013	1	40.49	0	1	0	0	1	0	0	0	1	0
MAK10	YEL053C	0	2202	-1	35.74	0	1	0	0	0	0	0	0	1	0
MAK3	YPR051W	0	531	1	43.5	1	0	0	0	0	1	0	0	1	0
MAK31	YCR020C-A	0	267	-1	39.33	0	0	0	0	0	0	0	0	0	0
MAK32	YCR019W	0	1092	1	40.66	0	0	0	0	0	0	0	0	0	0
MAL13	YGR288W	0	1422	1	41.14	0	1	0	0	0	1	0	0	0	0
MAL31	YBR298C	0	1845	-1	40.81	0	1	1	0	0	0	0	0	0	0
MAL33	YBR297W	0	1407	1	38.66	0	1	0	0	0	1	0	0	0	0
MAM1	YER106W	0	909	1	33.33	0	0	0	0	0	1	0	0	0	0
MAM3	YOL060C	0	2121	-1	43.71	0	1	1	0	0	0	0	0	0	0
MAM33	YIL070C	0	801	-1	38.83	0	0	0	0	0	0	1	0	0	0
MAP1	YLR244C	0	1164	-1	40.64	1	1	0	0	0	1	0	0	1	1
MAP2	YBL091C	0	1266	-1	43.36	1	1	0	0	1	1	0	0	1	0
MBA1	YBR185C	0	837	-1	37.51	0	1	0	0	0	0	1	0	0	0
MBB1	YJL199C	0	327	-1	44.95	0	0	0	0	0	0	0	0	0	0
MBF1	YOR298C-A	0	456	-1	46.27	0	1	0	0	0	1	1	0	1	0
MBP1	YDL056W	0	2502	1	38.05	0	1	0	0	1	1	0	0	0	0
MBR1	YKL093W	0	1020	1	42.25	0	1	0	0	0	0	1	0	0	0
MCA1	YOR197W	0	1299	1	42.42	1	1	0	0	0	1	0	0	1	0
MCH1	YDL054C	0	1461	-1	41.2	0	1	1	0	0	0	0	0	0	0
MCH2	YKL221W	0	1422	1	39.31	0	1	1	0	0	0	0	0	0	0
MCH4	YOL119C	0	1506	-1	40.17	0	1	1	0	0	0	0	0	0	0
MCH5	YOR306C	0	1566	-1	41.12	0	1	1	0	0	0	0	0	0	0
MCK1	YNL307C	0	1128	-1	40.78	1	0	0	0	0	1	0	0	1	0
MCM16	YPR046W	0	546	1	38.46	0	0	0	0	0	1	0	0	0	0
MCM21	YDR318W	0	1107	1	34.79	0	1	0	0	1	1	0	0	0	0
MCM22	YJR135C	0	720	-1	37.36	0	0	0	0	0	1	0	0	0	0
MCP1	YOR228C	0	909	-1	42.57	0	0	1	0	0	0	1	0	0	0
MCP2	YLR253W	0	1710	1	40.76	0	0	0	0	0	0	1	0	0	0
MCR1	YKL150W	0	909	1	41.36	1	1	1	0	0	0	1	0	0	0
MCT1	YOR221C	0	1083	-1	38.87	1	1	0	0	0	0	1	0	0	0
MCX1	YBR227C	0	1563	-1	37.81	0	1	0	0	0	0	1	0	0	0
MDE1	YJR024C	0	735	-1	43.95	1	0	0	0	0	0	0	0	1	0
MDG1	YNL173C	0	1101	-1	43.69	0	1	0	0	0	0	0	0	0	0
MDH1	YKL085W	0	1005	1	45.27	1	1	0	0	0	0	1	0	0	0
MDH2	YOL126C	0	1134	-1	43.74	1	1	0	0	0	0	0	0	1	0
MDH3	YDL078C	0	1032	-1	43.99	1	0	0	0	0	1	0	0	1	0
MDJ2	YNL328C	0	441	-1	44.22	0	0	0	0	0	0	1	0	0	0
MDL1	YLR188W	0	2088	1	41.38	0	1	1	0	0	0	1	0	0	0
MDL2	YPL270W	0	2322	1	40.01	0	1	1	0	1	0	1	0	0	0
MDM1	YML104C	0	3384	-1	35.08	0	1	1	0	1	0	0	0	1	0
MDM10	YAL010C	0	1482	-1	36.71	0	1	0	0	0	0	1	0	0	0
MDM12	YOL009C	0	816	-1	38.11	0	0	0	0	1	0	1	1	0	0
MDM20	YOL076W	0	2391	1	34.71	0	1	0	0	0	0	0	0	1	0
MDM30	YLR368W	0	1797	1	36.89	0	0	0	0	0	0	1	0	1	0
MDM31	YHR194W	0	1740	1	44.37	0	1	1	0	0	1	1	0	0	0
MDM32	YOR147W	0	1869	1	35.1	0	1	1	0	0	0	1	0	0	0
MDM34	YGL219C	0	1380	-1	40.14	0	1	0	0	0	0	1	0	1	0
MDM35	YKL053C-A	0	261	-1	42.53	0	0	0	0	0	1	1	0	1	0
MDM38	YOL027C	0	1722	-1	41.58	0	1	1	0	1	0	1	0	0	0
MDR1	YGR100W	0	2853	1	38.24	0	1	0	0	0	0	0	0	1	0
MDS3	YGL197W	0	4464	1	40.12	0	1	0	0	1	0	1	0	1	0
MDV1	YJL112W	0	2145	1	39.49	0	0	0	0	1	0	1	0	0	0
MDY2	YOL111C	0	639	-1	45.7	0	0	0	0	0	1	0	0	1	1
MEC3	YLR288C	0	1425	-1	40.21	0	0	0	0	0	1	0	0	0	0
MED1	YPR070W	0	1701	1	35.1	0	1	0	0	0	1	0	0	0	0
MED2	YDL005C	0	1296	-1	38.35	0	1	0	0	1	1	0	0	0	0
MEF1	YLR069C	0	2286	-1	40.2	0	0	0	0	0	0	1	0	0	0
MEF2	YJL102W	0	2460	1	38.21	0	1	0	0	0	0	1	0	0	0
MEH1	YKR007W	0	555	1	45.41	0	0	0	0	1	0	0	0	0	0
MEI4	YER044C-A	0	1227	-1	34.6	0	1	0	0	0	1	0	0	0	0
MEI5	YPL121C	0	669	-1	35.72	0	1	0	0	1	1	0	0	0	0
MEK1	YOR351C	0	1494	-1	37.35	1	0	0	0	0	1	0	0	0	0
MEP1	YGR121C	0	1479	-1	45.77	0	1	1	0	0	0	0	0	0	0
MEP2	YNL142W	0	1500	1	44.33	0	1	1	0	0	0	0	0	0	0
MEP3	YPR138C	0	1470	-1	42.72	0	0	1	0	0	0	0	0	0	0
MER1	YNL210W	0	813	1	36.53	0	1	0	0	0	1	0	0	0	0
MET1	YKR069W	0	1782	1	41.13	1	0	0	0	0	0	0	0	0	0
MET10	YFR030W	0	3108	1	39.67	1	1	0	0	0	0	0	0	1	0
MET12	YPL023C	0	1974	-1	41.95	1	1	0	0	0	0	0	0	0	0
MET13	YGL125W	0	1803	1	45.92	1	0	0	0	0	1	1	0	1	0
MET14	YKL001C	0	609	-1	39.57	1	0	0	0	0	0	0	0	1	0
MET16	YPR167C	0	786	-1	39.82	1	0	0	0	0	0	0	0	1	0
MET17	YLR303W	0	1335	1	41.35	1	1	0	0	0	0	0	0	1	0
MET18	YIL128W	0	3099	1	35.11	0	1	0	0	0	1	0	0	1	0
MET2	YNL277W	0	1461	1	45.24	1	1	0	0	0	1	0	0	1	0
MET22	YOL064C	0	1074	-1	40.6	1	0	0	0	0	1	0	0	1	0
MET28	YIR017C	0	564	-1	44.33	0	1	0	0	1	1	0	0	1	0
MET3	YJR010W	0	1536	1	40.62	1	0	0	0	0	0	1	0	1	0
MET31	YPL038W	0	534	1	43.82	0	0	0	0	0	1	0	0	1	0
MET32	YDR253C	0	576	-1	37.15	0	1	0	0	0	1	0	0	1	0
MET5	YJR137C	0	4329	-1	38.74	1	1	0	0	0	0	0	0	1	0
MET6	YER091C	0	2304	-1	41.71	1	1	0	0	1	0	0	0	1	0
MET7	YOR241W	0	1647	1	38.43	1	1	1	0	0	0	1	0	1	0
MET8	YBR213W	0	825	1	47.64	1	0	0	0	0	0	0	0	0	0
MEU1	YLR017W	0	1014	1	42.5	0	0	0	0	0	1	0	0	1	0
MF(ALPHA)1	YPL187W	0	498	1	44.38	0	1	0	1	0	0	0	0	0	0
MF(ALPHA)2	YGL089C	0	363	-1	46.83	0	0	0	1	0	0	0	0	0	0
MFA2	YNL145W	0	117	1	45.3	0	0	0	0	0	0	0	0	0	0
MFB1	YDR219C	0	1398	-1	35.12	0	1	0	0	0	0	1	0	0	0
MFG1	YDL233W	0	1377	1	42.12	0	1	0	0	0	1	0	0	1	0
MFM1	YPL060W	0	1242	1	37.2	0	1	1	0	0	0	1	0	0	0
MFT1	YML062C	0	1179	-1	39.36	0	1	0	0	1	1	0	0	0	0
MGA1	YGR249W	0	1371	1	40.92	0	1	0	0	0	1	0	0	0	0
MGA2	YIR033W	0	3342	1	37.13	0	1	1	0	1	1	0	1	0	0
MGM1	YOR211C	0	2646	-1	37.45	0	1	0	0	1	0	1	0	0	0
MGM101	YJR144W	0	810	1	43.21	0	1	0	0	0	0	1	0	0	0
MGR1	YCL044C	0	1254	-1	45.3	0	1	0	0	0	0	1	0	0	0
MGR2	YPL098C	0	342	-1	46.78	0	0	1	0	0	0	0	0	0	0
MGR3	YMR115W	0	1506	1	37.58	0	1	1	0	1	0	1	0	0	0
MGS1	YNL218W	0	1764	1	39.8	0	0	0	0	0	1	0	0	1	0
MGT1	YDL200C	0	567	-1	37.04	1	1	0	0	0	1	0	0	0	0
MHO1	YJR008W	0	1017	1	40.41	0	0	0	0	0	1	0	0	1	0
MHP1	YJL042W	0	4197	1	44.08	0	1	0	0	0	0	0	0	1	0
MHR1	YDR296W	0	681	1	46.11	0	0	0	0	0	1	1	0	0	0
MHT1	YLL062C	0	975	-1	40.31	1	1	0	0	0	0	0	0	1	0
MIC12	YBR262C	0	321	-1	45.79	0	0	0	0	0	0	1	0	0	0
MIC19	YFR011C	0	513	-1	37.43	0	1	0	0	0	0	1	0	1	0
MIC26	YGR235C	0	702	-1	41.03	0	1	1	0	0	0	1	0	0	0
MIC27	YNL100W	0	705	1	39.29	0	0	0	0	0	0	1	0	0	0
MIC60	YKR016W	0	1623	1	37.52	0	1	1	0	1	0	1	0	0	0
MID1	YNL291C	0	1647	-1	39.22	0	1	0	1	0	0	0	1	0	0
MID2	YLR332W	0	1131	1	41.47	0	1	1	1	0	0	0	0	0	0
MIG1	YGL035C	0	1515	-1	42.38	0	1	0	0	0	1	0	0	1	0
MIG2	YGL209W	0	1149	1	44.47	0	1	0	0	0	1	0	0	0	0
MIG3	YER028C	0	1185	-1	43.54	0	1	0	0	0	1	0	0	1	0
MIH1	YMR036C	0	1665	-1	37.6	1	1	0	0	0	1	0	0	1	0
MIP1	YOR330C	0	3765	-1	41.06	1	1	0	0	1	0	1	0	0	0
MIP6	YHR015W	0	1980	1	32.53	0	1	0	0	0	1	0	0	1	0
MIR1	YJR077C	0	936	-1	48.08	0	1	0	0	0	0	1	0	0	0
MIS1	YBR084W	0	2928	1	41.6	1	1	0	0	0	0	1	0	0	0
MIT1	YEL007W	0	2001	1	38.18	0	1	0	0	0	1	0	0	1	0
MIX14	YDR031W	0	366	1	34.97	0	0	0	0	0	1	1	0	1	0
MIX17	YMR002W	0	471	1	49.68	0	1	0	0	0	1	1	0	1	0
MIX23	YBL107C	0	591	-1	37.39	0	1	0	0	0	0	0	0	1	0
MKC7	YDR144C	0	1791	-1	40.93	1	1	0	1	0	0	0	0	0	0
MKK1	YOR231W	0	1527	1	39.88	1	1	0	0	0	0	0	0	0	0
MKK2	YPL140C	0	1521	-1	40.11	1	1	0	0	0	0	0	0	1	0
MKS1	YNL076W	0	1755	1	39.66	0	1	0	0	0	1	0	0	1	0
MKT1	YNL085W	0	2493	1	36.38	0	1	0	0	0	0	0	0	1	0
MLC2	YPR188C	0	492	-1	40.04	0	0	0	0	0	0	0	0	0	0
MLF3	YNL074C	0	1359	-1	42.6	0	1	0	0	0	0	0	0	1	0
MLH1	YMR167W	0	2310	1	37.75	0	1	0	0	1	1	1	0	1	0
MLH2	YLR035C	0	2088	-1	38.41	0	1	0	0	1	1	0	0	1	0
MLH3	YPL164C	0	2148	-1	38.08	0	0	0	0	0	1	0	0	0	0
MLP1	YKR095W	0	5628	1	34.86	0	1	0	0	1	1	0	0	0	0
MLP2	YIL149C	0	5040	-1	35.1	0	1	0	0	1	1	1	0	0	0
MLS1	YNL117W	0	1665	1	41.68	1	0	0	0	0	0	0	0	1	0
MME1	YMR166C	0	1107	-1	42.91	0	1	0	0	0	0	1	0	0	0
MMM1	YLL006W	0	1281	1	38.17	0	1	1	0	0	0	1	1	0	0
MMP1	YLL061W	0	1752	1	42.75	0	1	1	0	0	0	0	1	0	0
MMR1	YLR190W	0	1476	1	41.26	0	1	0	0	1	0	1	0	0	0
MMS1	YPR164W	0	4224	1	35.98	0	1	0	0	0	1	0	0	0	0
MMS2	YGL087C	0	414	-1	39.08	0	1	0	0	0	1	0	0	1	0
MMS22	YLR320W	0	4365	1	36.98	0	1	0	0	0	1	0	0	0	0
MMS4	YBR098W	0	2076	1	36.61	1	0	0	0	1	1	0	0	0	0
MMT1	YMR177W	0	1533	1	38.75	0	1	1	0	1	0	1	0	0	0
MMT2	YPL224C	0	1455	-1	41.65	0	1	0	0	0	0	1	0	0	0
MND2	YIR025W	0	1107	1	40.83	0	1	0	0	0	1	0	0	0	0
MNE1	YOR350C	0	1992	-1	35.39	0	1	0	0	0	0	1	0	0	0
MNL1	YHR204W	0	2391	1	40.69	0	1	0	1	0	0	0	1	1	0
MNL2	YLR057W	0	2550	1	38.04	1	1	1	0	0	0	0	1	0	0
MNN1	YER001W	0	2289	1	37.88	1	1	1	0	1	0	0	0	0	0
MNN10	YDR245W	0	1182	1	38.92	1	1	1	0	0	0	0	1	0	0
MNN11	YJL183W	0	1269	1	39.48	1	0	1	0	0	0	0	0	0	0
MNN2	YBR015C	0	1794	-1	41.64	1	1	1	0	0	0	0	0	0	0
MNN4	YKL201C	0	3537	-1	38.2	0	1	1	0	1	0	0	0	0	0
MNN5	YJL186W	0	1761	1	41.23	1	1	1	0	0	0	0	0	0	0
MNN9	YPL050C	0	1188	-1	39.48	0	1	1	0	0	0	0	1	0	0
MNR2	YKL064W	0	2910	1	39.48	0	1	1	0	0	0	0	0	0	0
MNS1	YJR131W	0	1650	1	40.55	1	1	1	0	0	0	0	1	0	0
MNT2	YGL257C	0	1677	-1	36.79	1	1	1	0	0	0	0	0	0	0
MNT3	YIL014W	0	1893	1	36.98	1	1	1	0	0	0	0	0	0	0
MNT4	YNR059W	0	1743	1	38.38	1	1	1	0	0	0	0	0	0	0
MOD5	YOR274W	0	1287	1	39.08	1	0	0	0	0	1	1	0	1	0
MOG1	YJR074W	0	657	1	47.79	0	0	0	0	0	1	0	0	1	0
MOH1	YBL049W	0	417	1	39.09	0	1	0	0	0	0	0	0	0	0
MON1	YGL124C	0	1935	-1	37.05	0	1	0	0	0	0	0	0	1	0
MON2	YNL297C	0	4911	-1	35.53	0	1	0	0	0	0	0	0	1	0
MOT2	YER068W	0	1764	1	40.31	0	1	0	0	1	1	0	0	1	0
MOT3	YMR070W	0	1473	1	42.29	0	1	0	0	1	1	0	0	0	0
MPA43	YNL249C	0	1629	-1	36.59	0	1	0	0	0	0	1	0	0	0
MPC1	YGL080W	0	393	1	37.66	0	0	1	0	0	0	1	0	0	0
MPC2	YHR162W	0	390	1	46.15	0	0	0	0	0	0	1	0	0	0
MPC3	YGR243W	0	441	1	43.76	0	1	0	0	0	0	1	0	0	0
MPC54	YOR177C	0	1395	-1	36.2	0	1	0	0	1	1	0	0	1	0
MPD1	YOR288C	0	957	-1	37.51	1	1	0	1	0	0	0	1	0	0
MPD2	YOL088C	0	834	-1	38.13	1	0	1	1	1	0	0	1	0	0
MPH1	YIR002C	0	2982	-1	36.92	1	1	0	0	1	1	0	0	1	0
MPM1	YJL066C	0	759	-1	45.45	0	1	0	0	0	0	1	0	0	0
MPO1	YGL010W	0	525	1	37.9	0	1	1	0	0	0	0	1	0	0
MPP6	YNR024W	0	561	1	37.79	0	1	0	0	0	1	0	0	0	1
MRC1	YCL061C	0	3291	-1	37.71	0	1	0	0	1	1	0	0	0	0
MRE11	YMR224C	0	2079	-1	39.01	0	1	0	0	1	1	1	0	1	0
MRF1	YGL143C	0	1242	-1	41.47	0	1	0	0	1	0	1	0	1	0
MRH1	YDR033W	0	963	1	39.77	0	1	1	0	0	0	1	0	0	0
MRH4	YGL064C	0	1686	-1	39.38	1	1	0	0	0	0	1	0	0	0
MRK1	YDL079C	0	1506	-1	37.65	1	1	0	0	0	0	0	0	0	0
MRL1	YPR079W	0	1146	1	43.02	0	1	1	0	0	0	0	0	1	0
MRM1	YOR201C	0	1239	-1	43.34	1	1	0	0	0	0	1	0	0	0
MRM2	YGL136C	0	963	-1	38.73	1	1	0	0	0	0	1	0	0	0
MRN1	YPL184C	0	1839	-1	38.34	0	1	0	0	0	0	0	0	1	0
MRP1	YDR347W	0	966	1	41.41	0	0	0	0	1	0	1	0	0	1
MRP10	YDL045W-A	0	288	1	39.93	0	1	0	0	0	0	1	0	0	1
MRP13	YGR084C	0	1020	-1	39.51	0	0	0	0	1	0	1	0	0	1
MRP17	YKL003C	0	396	-1	38.38	0	0	0	0	0	0	1	0	0	1
MRP2	YPR166C	0	348	-1	36.49	0	0	0	0	0	0	1	0	0	1
MRP20	YDR405W	0	792	1	47.73	0	0	0	0	1	0	1	0	0	1
MRP21	YBL090W	0	534	1	39.14	0	1	0	0	1	0	1	0	0	1
MRP49	YKL167C	0	414	-1	36.23	0	0	0	0	0	0	1	0	0	1
MRP51	YPL118W	0	1035	1	38.26	0	1	0	0	0	0	1	0	0	1
MRP7	YNL005C	0	1116	-1	38.08	0	1	0	0	1	0	1	0	0	1
MRP8	YKL142W	0	660	1	38.79	0	1	0	0	1	0	0	0	1	0
MRPL1	YDR116C	0	858	-1	41.49	0	0	0	0	0	0	1	0	0	1
MRPL11	YDL202W	0	750	1	40.93	0	0	0	0	0	0	1	0	0	1
MRPL13	YKR006C	0	795	-1	39.75	0	0	0	0	1	0	1	0	0	1
MRPL15	YLR312W-A	0	762	1	39.24	0	0	0	0	1	0	1	0	0	1
MRPL16	YBL038W	0	699	1	39.63	0	0	0	0	0	0	1	0	0	1
MRPL17	YNL252C	0	846	-1	38.65	0	1	0	0	0	0	1	0	0	1
MRPL19	YNL185C	0	477	-1	42.98	0	0	0	0	0	0	1	0	0	1
MRPL20	YKR085C	0	588	-1	44.56	0	1	0	0	0	0	1	0	0	1
MRPL22	YNL177C	0	930	-1	38.49	0	1	0	0	0	0	1	0	0	1
MRPL23	YOR150W	0	492	1	40.45	0	0	0	0	0	0	1	0	0	1
MRPL24	YMR193W	0	777	1	36.16	0	0	0	0	0	0	1	0	0	1
MRPL25	YGR076C	0	474	-1	36.71	0	1	0	0	1	0	1	0	0	1
MRPL27	YBR282W	0	441	1	39.91	0	0	0	0	0	0	1	0	0	1
MRPL28	YDR462W	0	444	1	46.17	0	1	0	0	1	0	1	0	0	1
MRPL3	YMR024W	0	1173	1	40.49	0	0	0	0	0	0	1	0	0	1
MRPL31	YKL138C	0	396	-1	37.88	0	0	0	0	0	0	1	0	0	1
MRPL32	YCR003W	0	552	1	37.5	0	1	0	0	0	0	1	0	0	1
MRPL33	YMR286W	0	261	1	42.53	0	1	0	0	0	0	1	0	0	1
MRPL35	YDR322W	0	1104	1	38.13	0	0	0	0	0	0	1	0	0	1
MRPL36	YBR122C	0	534	-1	39.89	0	1	0	0	1	0	1	0	0	1
MRPL37	YBR268W	0	318	1	46.23	0	0	0	0	0	0	1	0	0	1
MRPL38	YKL170W	0	417	1	40.53	0	0	0	0	0	0	1	0	0	1
MRPL39	YML009C	0	213	-1	40.85	0	1	0	0	0	0	1	0	0	1
MRPL4	YLR439W	0	960	1	47.71	0	0	0	0	0	0	1	0	0	1
MRPL40	YPL173W	0	894	1	39.26	0	0	0	0	1	0	1	0	0	1
MRPL44	YMR225C	0	297	-1	38.51	0	0	0	0	0	0	1	0	0	1
MRPL49	YJL096W	0	486	1	37.86	0	1	0	0	0	0	1	0	0	1
MRPL50	YNR022C	0	420	-1	40.24	0	1	0	0	1	0	1	0	0	1
MRPL51	YPR100W	0	423	1	41.13	0	0	0	0	0	0	1	0	0	1
MRPL6	YHR147C	0	645	-1	38.76	0	0	0	0	0	0	1	0	0	1
MRPL7	YDR237W	0	879	1	39.7	0	1	0	0	0	0	1	0	0	1
MRPL8	YJL063C	0	717	-1	48.68	0	1	0	0	0	0	1	0	0	1
MRPL9	YGR220C	0	810	-1	39.63	0	0	0	0	0	0	1	0	0	1
MRPS12	YNR036C	0	462	-1	49.35	0	0	0	0	0	0	1	0	0	1
MRPS16	YPL013C	0	366	-1	41.8	0	0	0	0	0	0	1	0	0	1
MRPS17	YMR188C	0	714	-1	36.55	0	1	0	0	1	0	1	0	0	1
MRPS28	YDR337W	0	861	1	38.79	0	0	0	0	1	0	1	0	0	1
MRPS35	YGR165W	0	1038	1	39.11	0	0	0	0	0	0	1	0	0	1
MRPS5	YBR251W	0	924	1	40.69	0	0	0	0	0	0	1	0	0	1
MRPS8	YMR158W	0	468	1	39.1	0	0	0	0	0	0	1	0	0	1
MRPS9	YBR146W	0	837	1	38.83	0	1	0	0	0	0	1	0	0	1
MRS1	YIR021W	0	1092	1	41.48	0	0	0	0	0	0	1	0	0	0
MRS2	YOR334W	0	1413	1	37.93	0	1	0	0	1	0	1	0	0	0
MRS3	YJL133W	0	945	1	43.49	0	0	0	0	0	0	1	0	0	0
MRS4	YKR052C	0	915	-1	42.3	0	0	0	0	0	0	1	0	0	0
MRT4	YKL009W	0	711	1	38.4	0	0	0	0	0	1	0	0	0	1
MRX1	YER077C	0	2067	-1	37.49	0	1	0	0	1	0	1	0	0	0
MRX10	YDR282C	0	1245	-1	37.83	0	0	0	0	0	0	0	0	0	0
MRX11	YPL041C	0	624	-1	40.06	0	1	1	0	0	0	0	0	0	0
MRX12	YJR003C	0	1560	-1	34.55	0	1	0	0	1	0	1	0	0	0
MRX3	YBL095W	0	813	1	43.17	0	0	0	0	0	0	1	0	0	0
MRX4	YPL168W	0	1293	1	36.27	0	1	1	0	0	0	1	0	0	0
MRX5	YJL147C	0	1149	-1	36.38	0	1	0	0	0	0	1	0	0	0
MRX6	YNL295W	0	1575	1	39.17	0	0	0	0	0	0	0	0	0	0
MRX7	YNL211C	0	261	-1	35.25	0	0	0	0	0	0	1	0	0	0
MRX8	YDR336W	0	945	1	36.72	0	1	0	0	0	0	0	0	0	0
MRX9	YDL027C	0	1263	-1	35.79	0	1	1	0	0	0	1	0	0	0
MSA1	YOR066W	0	1890	1	42.65	0	1	0	0	0	1	0	0	1	0
MSA2	YKR077W	0	1092	1	40.75	0	1	0	0	0	1	0	0	1	0
MSB1	YOR188W	0	3414	1	39.43	0	1	0	0	0	0	1	0	1	0
MSB2	YGR014W	0	3921	1	43.76	0	1	1	1	0	0	0	0	0	0
MSB3	YNL293W	0	1902	1	40.54	0	1	0	0	0	0	0	0	1	0
MSB4	YOL112W	0	1479	1	40.97	0	1	0	0	0	0	0	0	1	0
MSC1	YML128C	0	1542	-1	42.22	0	1	0	1	0	0	1	1	0	0
MSC2	YDR205W	0	2175	1	38.3	0	1	1	0	0	1	0	1	0	0
MSC3	YLR219W	0	2187	1	44.31	0	1	0	0	0	0	0	0	0	0
MSC6	YOR354C	0	2079	-1	36.32	0	0	0	0	0	0	1	0	0	0
MSC7	YHR039C	0	1935	-1	39.95	1	1	1	0	0	0	0	1	0	0
MSD1	YPL104W	0	1977	1	38.95	1	0	0	0	0	0	1	0	1	0
MSE1	YOL033W	0	1611	1	38.73	1	1	0	0	0	0	1	0	1	0
MSF1	YPR047W	0	1410	1	38.01	1	0	0	0	1	0	1	0	1	0
MSH1	YHR120W	0	2880	1	37.05	0	0	0	0	1	0	1	0	0	0
MSH2	YOL090W	0	2895	1	36.61	0	1	0	0	1	1	0	0	0	0
MSH3	YCR092C	0	3057	-1	36.8	0	1	0	0	1	1	0	0	1	0
MSH5	YDL154W	0	2706	1	36.62	0	1	0	0	0	1	0	0	0	0
MSH6	YDR097C	0	3729	-1	37.78	0	1	0	0	1	1	0	0	0	0
MSI1	YBR195C	0	1269	-1	41.61	0	0	0	0	0	1	0	0	1	0
MSK1	YNL073W	0	1731	1	41.71	1	1	0	0	0	0	1	0	1	0
MSL1	YIR009W	0	336	1	43.45	0	0	0	0	0	1	0	0	1	0
MSM1	YGR171C	0	1728	-1	37.79	1	1	0	0	0	0	1	0	1	0
MSN1	YOL116W	0	1149	1	40.56	0	1	0	0	1	1	0	0	0	0
MSN2	YMR037C	0	2115	-1	38.53	0	1	0	0	0	1	0	0	1	0
MSN4	YKL062W	0	1893	1	39.41	0	1	0	0	0	1	0	0	1	0
MSN5	YDR335W	0	3675	1	36.76	0	0	0	0	1	1	0	0	1	0
MSO1	YNR049C	0	633	-1	44.08	0	1	0	0	0	0	0	0	1	0
MSP1	YGR028W	0	1089	1	37.92	0	0	0	0	0	0	1	0	0	0
MSR1	YHR091C	0	1932	-1	39.65	1	0	0	0	0	0	1	0	1	0
MSS1	YMR023C	0	1581	-1	38.01	0	0	0	0	0	0	1	0	1	0
MSS11	YMR164C	0	2277	-1	38.87	0	1	0	0	1	1	0	0	1	0
MSS116	YDR194C	0	1995	-1	35.64	1	1	0	0	0	0	1	0	0	0
MSS18	YPR134W	0	807	1	39.53	0	0	0	0	1	0	1	0	0	0
MSS2	YDL107W	0	1056	1	35.89	0	0	0	0	0	0	1	0	0	0
MSS51	YLR203C	0	1311	-1	43.17	0	1	0	0	0	0	1	0	0	0
MST1	YKL194C	0	1389	-1	39.02	1	0	0	0	0	0	1	0	1	0
MST27	YGL051W	0	705	1	41.42	0	1	1	0	0	0	0	1	1	0
MSW1	YDR268W	0	1140	1	39.21	1	0	0	0	0	0	1	0	1	0
MSY1	YPL097W	0	1479	1	38.95	1	0	0	0	0	0	1	0	1	0
MTC1	YJL123C	0	1437	-1	40.71	0	1	0	0	1	0	0	0	1	1
MTC2	YKL098W	0	1074	1	43.85	0	1	0	0	0	0	0	0	0	0
MTC3	YGL226W	0	372	1	43.55	0	0	1	0	0	0	1	0	0	0
MTC4	YBR255W	0	2085	1	38.61	0	1	1	0	0	0	0	0	1	0
MTC5	YDR128W	0	3447	1	39.19	0	1	0	0	0	0	0	0	0	0
MTC6	YHR151C	0	1581	-1	39.72	0	1	1	1	0	0	0	0	0	0
MTC7	YEL033W	0	420	1	36.19	0	1	1	0	0	0	0	0	0	0
MTD1	YKR080W	0	963	1	39.67	1	1	0	0	0	1	0	0	1	0
MTF1	YMR228W	0	1026	1	36.26	0	0	0	0	0	0	1	0	0	0
MTF2	YDL044C	0	1323	-1	37.19	0	0	0	0	1	0	1	0	0	0
MTG1	YMR097C	0	1104	-1	36.87	0	1	0	0	0	0	1	0	0	0
MTG2	YHR168W	0	1557	1	42.39	0	1	0	0	0	0	1	0	0	0
MTH1	YDR277C	0	1302	-1	41.09	0	1	0	0	0	0	0	0	0	0
MTL1	YGR023W	0	1656	1	41.73	0	1	1	1	0	0	0	0	0	0
MTO1	YGL236C	0	2010	-1	47.01	0	1	0	0	0	0	1	0	0	0
MTQ1	YNL063W	0	945	1	42.33	1	0	0	0	0	0	1	0	0	0
MTQ2	YDR140W	0	666	1	39.34	1	0	0	0	0	1	0	0	1	0
MUB1	YMR100W	0	1863	1	36.23	0	1	0	0	0	0	0	0	1	0
MUD1	YBR119W	0	897	1	37.02	0	1	0	0	1	1	0	0	0	0
MUD2	YKL074C	0	1584	-1	38.95	0	1	0	0	0	1	0	0	1	0
MUK1	YPL070W	0	1839	1	35.07	0	1	0	0	0	0	0	0	1	0
MUM2	YBR057C	0	1101	-1	38.42	0	1	0	0	1	0	0	0	1	0
MUM3	YOR298W	0	1440	1	34.51	0	1	0	0	0	0	0	0	0	0
MUP1	YGR055W	0	1725	1	40.17	0	1	1	0	0	0	0	0	0	0
MUP3	YHL036W	0	1641	1	40.22	0	1	1	0	0	0	0	0	0	0
MUS81	YDR386W	0	1899	1	37.34	1	1	0	0	1	1	0	0	0	0
MVB12	YGR206W	0	306	1	38.24	0	0	0	0	0	0	0	0	1	0
MVP1	YMR004W	0	1536	1	37.43	0	1	0	0	0	1	0	0	1	0
