ORF,mitochondria,cytoplasm,er,nucleus,vacuole,other,CAI,NC,GC,L_aa,Gravy,DovEXPR,BLAST_hits_in_yeast,intxn_partners,chromosome,chr_position,intron,close_stop_ratio,rare_aa_ratio,tm_helix,in_how_many_of_5_proks,in_how_many_of_6_close_yeast,SGD_ess
YNL051W,0,0,0,0,0,1,0.137,49.93,0.338,403,-0.31464,0.4,0,1,14,0.679125315,0,0.042079208,0.047029703,0,0,4,0
YNL052W,1,0,0,0,0,0,0.163,51.1,0.451,153,-0.515686,3.1,1,6,14,0.677934487,0,0.025974026,0.077922078,1,0,4,0
YNL078W,0,0,0,0,0,1,0.089,54.88,0.446,407,-0.763636,1.2,0,19,14,0.611691792,0,0.034313725,0.06372549,0,0,4,0
YNL096C,0,1,0,0,0,0,0.597,33.48,0.409,190,-0.354737,16.3,1,57,14,0.566491315,1,0.020942408,0.02617801,0,0,3,0
YNL104C,1,1,0,0,0,0,0.292,43.47,0.439,619,-0.384976,4,2,1,14,0.544101447,0,0.046774194,0.059677419,0,0,6,0
YNL118C,0,0,0,0,0,1,0.133,50.13,0.375,970,-0.79,1,0,202,14,0.517084689,0,0.023686921,0.052523172,0,0,4,1
YNL139C,0,0,0,1,0,0,0.151,50.95,0.363,1597,-0.490921,1.4,0,87,14,0.466280689,0,0.051939925,0.056320401,0,0,4,0
YNL142W,0,0,0,0,0,1,0.213,47.38,0.444,499,0.38517,0.4,0,1,14,0.45574428,0,0.058,0.11,11,0,5,0
YNL146W,0,0,1,0,0,0,0.127,61,0.323,100,0.295,0.2,0,2,14,0.448428464,0,0.00990099,0.089108911,2,0,1,0
YNL157W,0,1,0,1,0,0,0.107,52,0.401,168,-0.84881,3.2,0,8,14,0.433940902,0,0.041420118,0.041420118,0,0,3,0
YNL162W,0,1,0,0,0,0,0.769,26.91,0.431,106,-1.05283,32.1,0,79,14,0.422427862,1,0.074766355,0.093457944,0,0,3,1
YNL167C,0,1,0,1,0,0,0.113,52.76,0.385,647,-0.813756,0.4,0,4,14,0.409725268,0,0.023148148,0.038580247,0,0,4,0
YNL180C,0,1,0,1,0,0,0.128,53.08,0.39,331,-0.830816,1.3,0,6,14,0.383320499,0,0.054216867,0.051204819,0,0,3,0
YNL194C,0,0,0,0,0,1,0.115,59.23,0.441,301,0.030897,1.4,0,2,14,0.348851501,0,0.066225166,0.079470199,4,0,4,0
YNL213C,1,0,0,0,0,0,0.132,56.13,0.385,214,-1.022897,0.6,0,1,14,0.315050591,0,0.027906977,0.065116279,0,0,4,0
YNL231C,0,0,0,0,0,1,0.201,43.11,0.385,351,-0.520513,2.7,0,1,14,0.276722239,0,0.042613636,0.068181818,0,0,5,0
YNL232W,0,1,0,1,0,1,0.119,52.54,0.429,292,-0.484247,3.1,0,30,14,0.274020563,0,0.044368601,0.037542662,0,0,4,1
YNL239W,1,1,0,0,0,0,0.269,46.99,0.416,454,-0.409692,1.3,0,3,14,0.255719546,0,0.050549451,0.061538462,0,0,2,0
YNL242W,0,0,0,0,0,0,0.119,54.16,0.379,1592,-0.272173,0.2,0,4,14,0.243932385,0,0.037664783,0.050847458,0,0,3,0
YNL262W,0,1,0,1,0,0,0.146,51.22,0.374,2222,-0.375833,1.1,0,147,14,0.188965586,0,0.055330634,0.071524966,0,0,4,1
YNL271C,0,1,0,0,0,1,0.142,50.65,0.392,1953,-0.727138,0.8,0,47,14,0.172608909,0,0.026612078,0.056806551,0,0,4,0
YNL277W,0,1,0,1,0,0,0.136,53.41,0.453,486,-0.263992,0.2,0,2,14,0.149614702,0,0.047227926,0.065708419,0,0,3,0
YNL278W,0,1,0,0,0,1,0.135,53.98,0.433,1060,-0.832264,0.4,0,2,14,0.144415347,0,0.049010368,0.060320452,0,0,3,0
YNL287W,0,0,0,0,0,1,0.238,42.92,0.366,935,-0.154438,2.1,0,146,14,0.117287665,0,0.036324786,0.041666667,0,0,5,1
YNL290W,0,0,0,1,0,0,0.12,54.28,0.452,340,-0.356765,0.8,0,44,14,0.109923399,0,0.046920821,0.046920821,0,0,6,1
YNL301C,0,1,0,0,0,0,0.68,28.1,0.45,186,-0.398925,21.2,1,82,14,0.082313777,1,0.016042781,0.042780749,0,0,6,0
YNL310C,1,0,0,0,0,0,0.128,61,0.455,205,-0.612195,0.4,0,2,14,0.066965606,0,0.053398058,0.13592233,0,0,4,1
YNL327W,0,0,1,0,0,0,0.153,45.53,0.409,1041,-0.062536,9.5,0,1,14,0.030659367,0,0.041266795,0.025911708,0,0,4,0
YNL328C,1,0,0,0,0,0,0.108,57.67,0.445,146,-0.273973,0.2,0,1,14,0.02967381,0,0.027210884,0.06122449,0,0,4,0
YNR010W,0,0,0,1,0,0,0.132,50.01,0.378,149,-1.014765,0.3,0,48,14,0.820757387,0,0.026666667,0.053333333,0,0,4,0
YNR018W,1,0,0,0,0,0,0.166,52.44,0.475,224,-0.393304,4.5,0,1,14,0.846927561,0,0.035555556,0.075555556,2,0,4,0
YNR022C,1,0,0,0,0,0,0.158,59.52,0.403,139,-0.797122,1,0,2,14,0.854479248,0,0.042857143,0.085714286,0,0,3,0
YNR023W,0,0,0,1,0,0,0.124,54.66,0.388,566,-0.626148,0.4,0,23,14,0.854766118,0,0.02292769,0.063492063,0,0,3,0
YNR035C,0,0,0,0,0,1,0.223,47.53,0.42,342,-0.287134,2.1,0,52,14,0.884892545,0,0.043731778,0.049562682,0,0,5,1
YNR050C,0,1,0,0,0,0,0.332,38,0.417,446,-0.142153,3.7,0,7,14,0.912101825,0,0.053691275,0.053691275,0,0,5,0
YOL038W,0,1,0,1,0,0,0.156,51.76,0.459,254,-0.527953,7,0,187,15,0.233976673,0,0.050980392,0.039215686,0,0,4,1
YOL045W,0,1,0,0,0,0,0.151,50.33,0.369,1101,-0.319255,0.4,3,12,15,0.223127069,0,0.039927405,0.065335753,0,0,4,0
YOL054W,0,0,0,1,0,0,0.137,57.35,0.425,406,-1.221921,0.7,2,62,15,0.209489006,0,0.051597052,0.078624079,0,0,3,0
YOL061W,0,1,0,0,0,0,0.192,47.09,0.433,496,-0.15625,5.9,0,26,15,0.194489244,0,0.038229376,0.060362173,0,0,5,0
YOL072W,0,0,0,0,0,1,0.11,56.18,0.415,455,-0.128571,0.4,0,1,15,0.178660184,0,0.048245614,0.089912281,0,0,3,0
YOL080C,0,0,0,1,0,1,0.159,51.55,0.382,289,-0.717301,0.8,0,1,15,0.166250032,0,0.024137931,0.072413793,0,0,5,0
YOL088C,0,0,0,0,1,0,0.174,53.78,0.381,277,-0.477256,1,0,2,15,0.141799935,0,0.068345324,0.079136691,1,0,4,0
YOL097C,0,1,0,0,0,0,0.286,44.57,0.414,432,-0.452083,6.7,0,9,15,0.126295263,0,0.041570439,0.060046189,0,0,4,1
YOL103W,0,0,0,0,0,0,0.172,46.52,0.395,609,0.222496,2.4,82,1,15,0.113627617,0,0.040983607,0.072131148,0,0,5,0
YOL123W,0,0,0,1,0,0,0.243,47.18,0.414,534,-1.314981,3.8,0,67,15,0.080495087,0,0.039252336,0.065420561,0,0,4,1
YOL129W,0,0,0,0,0,1,0.119,55.17,0.404,184,0.585869,6.2,0,3,15,0.071071325,0,0.059459459,0.064864865,4,0,4,0
YOL136C,0,1,0,1,0,0,0.173,50.11,0.359,397,-0.384635,1.9,0,1,15,0.063001932,0,0.057788945,0.060301508,0,0,4,0
YOL137W,0,0,0,0,0,1,0.137,45.26,0.382,497,0.539638,0.4,0,1,15,0.060131002,0,0.072289157,0.088353414,11,0,3,0
YOL142W,0,0,0,1,0,1,0.141,53.47,0.406,240,-0.073333,1.6,0,44,15,0.050908838,0,0.062240664,0.058091286,0,0,4,0
YOR006C,0,1,0,1,0,0,0.139,51.96,0.414,313,-0.899361,0.9,0,2,15,0.310295945,0,0.047770701,0.108280255,0,0,3,0
YOR007C,0,1,0,0,0,0,0.192,39.19,0.41,346,-0.599422,11.6,0,10,15,0.311539434,0,0.034582133,0.051873199,0,0,4,0
YOR070C,0,1,0,0,0,1,0.121,52.89,0.407,637,-0.681947,0.2,0,1,15,0.419525073,0,0.036050157,0.086206897,0,0,5,0
YOR095C,0,1,0,1,0,0,0.248,42.9,0.386,258,-0.238372,3.6,0,1,15,0.462141844,0,0.034749035,0.034749035,0,0,4,1
YOR115C,0,0,0,0,0,1,0.119,50.88,0.372,268,-0.386194,1.5,0,14,15,0.494339695,0,0.033457249,0.074349442,0,0,3,0
YOR154W,0,0,0,0,0,0,0.131,55.78,0.379,587,-0.506303,0.6,0,5,15,0.572471511,0,0.039115646,0.057823129,2,0,4,0
YOR167C,0,1,0,0,0,0,0.528,36.46,0.453,67,-0.438806,37.2,1,69,15,0.594718698,0,0,0.029411765,0,0,5,0
YOR173W,0,1,0,0,0,0,0.157,56.73,0.406,397,-0.453652,0.1,2,25,15,0.602164056,0,0.055276382,0.082914573,0,0,3,0
YOR187W,1,0,0,0,0,0,0.291,41.51,0.42,437,-0.2,7.2,0,31,15,0.626812086,0,0.02739726,0.079908676,0,3,5,0
YOR206W,0,0,0,1,0,1,0.224,45.47,0.362,710,-0.576056,2.4,0,233,15,0.666656892,0,0.036568214,0.049226442,0,0,5,1
YOR210W,0,0,0,1,0,1,0.436,28.48,0.367,70,-0.272857,9.8,0,48,15,0.676560822,0,0.098591549,0.112676056,0,0,4,1
YOR231W,0,0,0,0,0,0,0.105,54.86,0.4,508,-0.504724,0.8,2,6,15,0.707974276,0,0.047151277,0.064833006,0,0,3,0
YOR264W,0,0,0,0,0,1,0.132,51.28,0.391,430,-0.554884,0.8,0,26,15,0.750366541,0,0.041763341,0.055684455,0,0,2,0
YOR290C,0,0,0,1,0,0,0.155,49.86,0.39,1703,-0.78855,0.6,4,118,15,0.788296172,0,0.030516432,0.056924883,0,0,5,0
YOR315W,0,1,0,1,0,0,0.11,59.64,0.386,346,-0.658093,1.2,0,5,15,0.829073825,0,0.037463977,0.048991354,0,0,4,0
YOR321W,0,0,1,0,0,0,0.145,51.22,0.413,753,0.078088,0.7,2,1,15,0.839401109,0,0.064986737,0.106100796,10,0,4,0
YOR329C,0,0,0,0,0,0,0.13,50.38,0.409,872,-0.891284,0.9,4,27,15,0.860769516,0,0.027491409,0.051546392,0,0,3,1
YOR347C,0,1,0,0,0,0,0.13,52.92,0.451,506,-0.081028,0.3,1,1,15,0.903941595,0,0.031558185,0.055226824,0,0,3,0
YPL005W,1,0,0,0,0,0,0.105,53.63,0.372,606,-0.534324,0.2,0,2,16,0.57852923,0,0.05107084,0.060955519,0,0,3,0
YPL018W,0,0,0,0,0,1,0.108,58.76,0.394,369,-0.46477,0.1,1,13,16,0.546006006,0,0.048648649,0.067567568,0,0,3,0
YPL024W,0,1,0,1,0,0,0.134,55.09,0.407,241,-0.43361,1.6,0,2,16,0.531097683,0,0.02892562,0.041322314,0,0,4,0
YPL037C,0,1,0,0,0,0,0.615,29.99,0.452,157,-0.557325,21,1,92,16,0.508296407,0,0.006329114,0.044303797,0,0,6,0
YPL048W,0,1,0,0,0,0,0.396,38.12,0.467,415,-0.465542,9.8,1,14,16,0.489837679,0,0.050480769,0.057692308,0,0,6,0
YPL083C,1,0,0,0,0,0,0.123,52.69,0.379,467,-0.758458,0.3,46,25,16,0.419909689,0,0.042735043,0.05982906,0,0,3,1
YPL089C,0,1,0,1,0,0,0.122,54.66,0.412,676,-1.035651,0.9,102,4,16,0.402025819,0,0.023633678,0.045790251,0,1,4,0
YPL090C,0,1,0,0,0,0,0.837,25.72,0.432,236,-0.771186,30.5,1,56,16,0.399119888,1,0.025316456,0.021097046,0,0,6,0
YPL112C,0,0,0,0,0,1,0.129,48.36,0.371,394,-0.267766,0.9,0,2,16,0.357170056,0,0.04556962,0.053164557,0,0,4,0
YPL140C,0,1,0,0,0,0,0.122,53.65,0.402,506,-0.497233,0.3,2,77,16,0.304867514,0,0.047337278,0.061143984,0,0,3,0
YPL153C,0,0,0,1,0,0,0.121,53.17,0.393,821,-0.496711,0.2,0,53,16,0.278664559,0,0.032846715,0.060827251,0,0,3,1
YPL155C,0,0,0,0,0,1,0.119,55.34,0.424,706,-0.639802,0.3,0,4,16,0.273542525,0,0.031117397,0.055162659,0,0,3,0
YPL163C,0,0,0,0,1,0,0.185,47.23,0.428,260,-0.076539,3.4,0,1,16,0.255995131,0,0.072796935,0.026819923,0,0,3,0
YPL169C,0,0,0,0,0,1,0.12,53.38,0.403,599,-0.371619,1.7,0,10,16,0.243483278,0,0.028333333,0.061666667,0,0,3,1
YPL179W,0,1,0,0,0,0,0.161,48.32,0.376,549,-0.50929,1.6,3,4,16,0.219559712,0,0.050909091,0.06,0,0,5,0
YPL191C,0,1,0,0,0,0,0.141,51.95,0.354,360,-0.401111,0.1,0,1,16,0.194795483,0,0.027700831,0.060941828,0,0,2,0
YPL195W,0,0,0,0,0,1,0.168,49.79,0.352,932,-0.370279,1,0,13,16,0.185876225,0,0.037513398,0.049303323,0,0,3,0
YPL215W,1,0,0,0,0,0,0.139,46.33,0.382,335,-0.561791,0.9,0,8,16,0.15549105,0,0.06547619,0.056547619,0,0,4,0
YPL236C,0,0,0,0,0,1,0.118,53.7,0.391,364,-0.092857,0.3,0,2,16,0.108328473,0,0.065753425,0.071232877,0,0,4,0
YPL241C,0,0,0,0,0,0,0.127,61,0.367,268,-0.441045,0.2,0,2,16,0.101531442,1,0.055762082,0.063197026,0,0,1,0
YPL262W,1,1,0,0,0,0,0.253,45.63,0.439,488,-0.206353,3.1,0,18,16,0.049929277,0,0.030674847,0.073619632,0,0,5,0
YPL263C,0,1,0,0,0,0,0.197,49.83,0.4,651,-1.081413,1.5,0,1,16,0.049053806,0,0.041411043,0.064417178,0,0,3,0
YPR010C,0,0,0,0,0,1,0.223,44.33,0.398,1203,-0.390607,5.5,2,310,16,0.613031229,0,0.055647841,0.07641196,0,0,4,1
YPR011C,1,0,0,0,0,0,0.1,49.75,0.428,326,0.030675,0.3,0,1,16,0.616033146,0,0.06116208,0.04587156,0,0,4,0
YPR031W,0,1,0,1,0,0,0.145,52.5,0.37,748,-0.460161,0.3,0,1,16,0.666106928,0,0.064085447,0.090787717,0,0,4,0
YPR041W,0,1,0,0,0,0,0.315,42.59,0.407,405,-0.535062,3.6,0,28,16,0.684237618,0,0.039408867,0.0591133,0,0,5,1
YPR063C,0,0,1,0,0,0,0.176,47.63,0.44,140,-0.047857,2.5,0,1,16,0.715476114,1,0.063829787,0.078014184,0,0,3,0
YPR069C,0,1,0,1,0,0,0.36,39.69,0.399,293,-0.289078,3.2,0,50,16,0.722983015,0,0.054421769,0.088435374,0,0,6,0
YPR079W,0,0,0,0,0,1,0.13,55.07,0.431,381,-0.497375,0.4,0,1,16,0.737151934,0,0.041884817,0.073298429,2,0,3,0
YPR083W,0,0,0,0,0,0,0.133,53.64,0.389,579,-0.601209,0.1,0,2,16,0.743464819,0,0.024137931,0.075862069,0,0,4,0
YPR107C,0,0,0,1,0,0,0.159,51.54,0.378,208,-0.766827,0.4,0,37,16,0.782713349,0,0.114832536,0.138755981,0,0,4,1
YPR118W,0,1,0,1,0,0,0.155,51.02,0.391,411,-0.041363,2.2,0,2,16,0.809808652,0,0.038834951,0.038834951,0,0,4,0
YPR132W,0,1,0,0,0,0,0.789,26.91,0.434,145,-0.612414,43.1,1,55,16,0.838510391,1,0.020547945,0.047945205,0,0,0,0
YPR152C,0,0,0,1,0,0,0.114,59.94,0.448,465,-0.90086,0.2,3,2,16,0.879112209,0,0.053648069,0.049356223,0,0,2,0
YPR163C,0,1,0,0,0,0,0.351,37.82,0.44,436,-1.099083,5.5,0,6,16,0.917608677,0,0.011441648,0.032036613,0,0,4,0
YPR172W,0,1,0,1,0,0,0.166,59.54,0.397,200,-0.406,0.4,0,4,16,0.934317518,0,0.044776119,0.059701493,0,0,4,0
YPR175W,0,1,0,1,0,0,0.147,51.8,0.393,689,-0.407983,0.3,0,80,16,0.937669623,0,0.031884058,0.068115942,0,0,3,1
YPR178W,0,1,0,1,0,0,0.105,53.71,0.409,465,-0.464301,0.7,0,139,16,0.941211589,0,0.025751073,0.08583691,0,0,3,1
YPR179C,0,0,0,1,0,0,0.142,48.55,0.357,655,-0.618321,0.2,0,34,16,0.944831609,0,0.051829268,0.06554878,0,0,3,0
YPR188C,0,0,0,0,0,1,0.129,58.86,0.403,163,-0.592025,1.2,0,18,16,0.962462331,0,0.012195122,0.042682927,0,0,4,0
YPR189W,0,1,0,0,0,0,0.148,51.81,0.366,1432,-0.294204,0.4,0,31,16,0.962657466,0,0.048150733,0.062805304,0,0,3,0
