Gene	Ensembl.Gene.ID	Essential	GC.content	Strand	Transcript.length	Transmembrane.length.discretized	Coiled.coil.discretized
MPA43	YNL249C	0	36.59	-1	1629	0	0
MPC1	YGL080W	0	37.66	1	393	1	0
MPC2	YHR162W	0	46.15	1	390	0	0
MPC3	YGR243W	0	43.76	1	441	0	0
MPC54	YOR177C	0	36.2	-1	1395	0	1
MPD1	YOR288C	0	37.51	-1	957	0	0
MPD2	YOL088C	0	38.13	-1	834	1	1
MPH1	YIR002C	0	36.92	-1	2982	0	1
MPM1	YJL066C	0	45.45	-1	759	0	0
MPO1	YGL010W	0	37.9	1	525	1	0
MPP6	YNR024W	0	37.79	1	561	0	0
MRC1	YCL061C	0	37.71	-1	3291	0	1
MRE11	YMR224C	0	39.01	-1	2079	0	1
MRF1	YGL143C	0	41.47	-1	1242	0	1
MRH1	YDR033W	0	39.77	1	963	1	0
MRH4	YGL064C	0	39.38	-1	1686	0	0
MRK1	YDL079C	0	37.65	-1	1506	0	0
MRL1	YPR079W	0	43.02	1	1146	1	0
MRM1	YOR201C	0	43.34	-1	1239	0	0
MRM2	YGL136C	0	38.73	-1	963	0	0
MRN1	YPL184C	0	38.34	-1	1839	0	0
MRP1	YDR347W	0	41.41	1	966	0	1
MRP10	YDL045W-A	0	39.93	1	288	0	0
MRP13	YGR084C	0	39.51	-1	1020	0	1
MRP17	YKL003C	0	38.38	-1	396	0	0
MRP2	YPR166C	0	36.49	-1	348	0	0
MRP20	YDR405W	0	47.73	1	792	0	1
MRP21	YBL090W	0	39.14	1	534	0	1
MRP49	YKL167C	0	36.23	-1	414	0	0
MRP51	YPL118W	0	38.26	1	1035	0	0
MRP7	YNL005C	0	38.08	-1	1116	0	1
MRP8	YKL142W	0	38.79	1	660	0	1
MRPL1	YDR116C	0	41.49	-1	858	0	0
MRPL11	YDL202W	0	40.93	1	750	0	0
MRPL13	YKR006C	0	39.75	-1	795	0	1
MRPL15	YLR312W-A	0	39.24	1	762	0	1
MRPL16	YBL038W	0	39.63	1	699	0	0
MRPL17	YNL252C	0	38.65	-1	846	0	0
MRPL19	YNL185C	0	42.98	-1	477	0	0
MRPL20	YKR085C	0	44.56	-1	588	0	0
MRPL22	YNL177C	0	38.49	-1	930	0	0
MRPL23	YOR150W	0	40.45	1	492	0	0
MRPL24	YMR193W	0	36.16	1	777	0	0
MRPL25	YGR076C	0	36.71	-1	474	0	1
MRPL27	YBR282W	0	39.91	1	441	0	0
MRPL28	YDR462W	0	46.17	1	444	0	1
MRPL3	YMR024W	0	40.49	1	1173	0	0
MRPL31	YKL138C	0	37.88	-1	396	0	0
MRPL32	YCR003W	0	37.5	1	552	0	0
MRPL33	YMR286W	0	42.53	1	261	0	0
MRPL35	YDR322W	0	38.13	1	1104	0	0
MRPL36	YBR122C	0	39.89	-1	534	0	1
MRPL37	YBR268W	0	46.23	1	318	0	0
MRPL38	YKL170W	0	40.53	1	417	0	0
MRPL39	YML009C	0	40.85	-1	213	0	0
MRPL4	YLR439W	0	47.71	1	960	0	0
MRPL40	YPL173W	0	39.26	1	894	0	1
MRPL44	YMR225C	0	38.51	-1	297	0	0
MRPL49	YJL096W	0	37.86	1	486	0	0
MRPL50	YNR022C	0	40.24	-1	420	0	1
MRPL51	YPR100W	0	41.13	1	423	0	0
MRPL6	YHR147C	0	38.76	-1	645	0	0
MRPL7	YDR237W	0	39.7	1	879	0	0
MRPL8	YJL063C	0	48.68	-1	717	0	0
MRPL9	YGR220C	0	39.63	-1	810	0	0
MRPS12	YNR036C	0	49.35	-1	462	0	0
MRPS16	YPL013C	0	41.8	-1	366	0	0
MRPS17	YMR188C	0	36.55	-1	714	0	1
MRPS28	YDR337W	0	38.79	1	861	0	1
MRPS35	YGR165W	0	39.11	1	1038	0	0
MRPS5	YBR251W	0	40.69	1	924	0	0
MRPS8	YMR158W	0	39.1	1	468	0	0
MRPS9	YBR146W	0	38.83	1	837	0	0
MRS1	YIR021W	0	41.48	1	1092	0	0
MRS2	YOR334W	0	37.93	1	1413	0	1
MRS3	YJL133W	0	43.49	1	945	0	0
MRS4	YKR052C	0	42.3	-1	915	0	0
MRT4	YKL009W	0	38.4	1	711	0	0
MRX1	YER077C	0	37.49	-1	2067	0	1
MRX10	YDR282C	0	37.83	-1	1245	0	0
MRX11	YPL041C	0	40.06	-1	624	1	0
MRX12	YJR003C	0	34.55	-1	1560	0	1
MRX3	YBL095W	0	43.17	1	813	0	0
MRX4	YPL168W	0	36.27	1	1293	1	0
MRX5	YJL147C	0	36.38	-1	1149	0	0
MRX6	YNL295W	0	39.17	1	1575	0	0
MRX7	YNL211C	0	35.25	-1	261	0	0
MRX8	YDR336W	0	36.72	1	945	0	0
MRX9	YDL027C	0	35.79	-1	1263	1	0
MSA1	YOR066W	0	42.65	1	1890	0	0
MSA2	YKR077W	0	40.75	1	1092	0	0
MSB1	YOR188W	0	39.43	1	3414	0	0
MSB2	YGR014W	0	43.76	1	3921	1	0
MSB3	YNL293W	0	40.54	1	1902	0	0
MSB4	YOL112W	0	40.97	1	1479	0	0
MSC1	YML128C	0	42.22	-1	1542	0	0
MSC2	YDR205W	0	38.3	1	2175	1	0
MSC3	YLR219W	0	44.31	1	2187	0	0
MSC6	YOR354C	0	36.32	-1	2079	0	0
MSC7	YHR039C	0	39.95	-1	1935	1	0
MSD1	YPL104W	0	38.95	1	1977	0	0
MSE1	YOL033W	0	38.73	1	1611	0	0
MSF1	YPR047W	0	38.01	1	1410	0	1
MSH1	YHR120W	0	37.05	1	2880	0	1
MSH2	YOL090W	0	36.61	1	2895	0	1
MSH3	YCR092C	0	36.8	-1	3057	0	1
MSH5	YDL154W	0	36.62	1	2706	0	0
MSH6	YDR097C	0	37.78	-1	3729	0	1
MSI1	YBR195C	0	41.61	-1	1269	0	0
MSK1	YNL073W	0	41.71	1	1731	0	0
MSL1	YIR009W	0	43.45	1	336	0	0
MSM1	YGR171C	0	37.79	-1	1728	0	0
MSN1	YOL116W	0	40.56	1	1149	0	1
MSN2	YMR037C	0	38.53	-1	2115	0	0
MSN4	YKL062W	0	39.41	1	1893	0	0
MSN5	YDR335W	0	36.76	1	3675	0	1
MSO1	YNR049C	0	44.08	-1	633	0	0
MSP1	YGR028W	0	37.92	1	1089	0	0
MSR1	YHR091C	0	39.65	-1	1932	0	0
MSS1	YMR023C	0	38.01	-1	1581	0	0
MSS11	YMR164C	0	38.87	-1	2277	0	1
MSS116	YDR194C	0	35.64	-1	1995	0	0
MSS18	YPR134W	0	39.53	1	807	0	1
MSS2	YDL107W	0	35.89	1	1056	0	0
MSS51	YLR203C	0	43.17	-1	1311	0	0
MST1	YKL194C	0	39.02	-1	1389	0	0
MST27	YGL051W	0	41.42	1	705	1	0
MSW1	YDR268W	0	39.21	1	1140	0	0
MSY1	YPL097W	0	38.95	1	1479	0	0
MTC1	YJL123C	0	40.71	-1	1437	0	1
MTC2	YKL098W	0	43.85	1	1074	0	0
MTC3	YGL226W	0	43.55	1	372	1	0
MTC4	YBR255W	0	38.61	1	2085	1	0
MTC5	YDR128W	0	39.19	1	3447	0	0
MTC6	YHR151C	0	39.72	-1	1581	1	0
MTC7	YEL033W	0	36.19	1	420	1	0
MTD1	YKR080W	0	39.67	1	963	0	0
MTF1	YMR228W	0	36.26	1	1026	0	0
MTF2	YDL044C	0	37.19	-1	1323	0	1
MTG1	YMR097C	0	36.87	-1	1104	0	0
MTG2	YHR168W	0	42.39	1	1557	0	0
MTH1	YDR277C	0	41.09	-1	1302	0	0
MTL1	YGR023W	0	41.73	1	1656	1	0
MTO1	YGL236C	0	47.01	-1	2010	0	0
MTQ1	YNL063W	0	42.33	1	945	0	0
MTQ2	YDR140W	0	39.34	1	666	0	0
MUB1	YMR100W	0	36.23	1	1863	0	0
MUD1	YBR119W	0	37.02	1	897	0	1
MUD2	YKL074C	0	38.95	-1	1584	0	0
MUK1	YPL070W	0	35.07	1	1839	0	0
MUM2	YBR057C	0	38.42	-1	1101	0	1
MUM3	YOR298W	0	34.51	1	1440	0	0
MUP1	YGR055W	0	40.17	1	1725	1	0
MUP3	YHL036W	0	40.22	1	1641	1	0
MUS81	YDR386W	0	37.34	1	1899	0	1
MVB12	YGR206W	0	38.24	1	306	0	0
MVP1	YMR004W	0	37.43	1	1536	0	0
MXR1	YER042W	0	36.4	1	555	0	0
MXR2	YCL033C	0	48.72	-1	507	0	0
MYO3	YKL129C	0	39.15	-1	3819	0	0
MYO4	YAL029C	0	37.16	-1	4416	0	1
MYO5	YMR109W	0	40.03	1	3660	0	1
NAB6	YML117W	0	38.97	1	3405	0	0
NAM2	YLR382C	0	39.78	-1	2685	0	0
NAM7	YMR080C	0	39.51	-1	2916	0	0
NAM8	YHR086W	0	40.71	1	1572	0	0
NAP1	YKR048C	0	51.04	-1	1254	0	1
NAS2	YIL007C	0	40.57	-1	663	0	0
NAS6	YGR232W	0	39.01	1	687	0	0
NAT1	YDL040C	0	38.25	-1	2565	0	1
NAT3	YPR131C	0	38.61	-1	588	0	0
NAT4	YMR069W	0	51.86	1	858	0	0
NAT5	YOR253W	0	37.48	1	531	0	0
NBA1	YOL070C	0	43.16	-1	1506	0	1
NBP2	YDR162C	0	39.66	-1	711	0	0
NCA2	YPR155C	0	37.12	-1	1851	1	1
NCA3	YJL116C	0	44.58	-1	1014	0	0
NCE102	YPR149W	0	42.34	1	522	1	0
NCL1	YBL024W	0	38.69	1	2055	0	0
NCR1	YPL006W	0	38.09	1	3513	1	1
NCS2	YNL119W	0	34.21	1	1482	0	1
NCS6	YGL211W	0	44.07	1	1080	0	0
NDE1	YMR145C	0	41.06	-1	1683	0	1
NDE2	YDL085W	0	43.59	1	1638	0	0
NDI1	YML120C	0	42.74	-1	1542	1	0
NDJ1	YOL104C	0	36.64	-1	1059	0	0
NDL1	YLR254C	0	39.82	-1	570	0	1
NDT80	YHR124W	0	37.9	1	1884	0	0
NEJ1	YLR265C	0	34.69	-1	1029	0	0
NEL1	YHR035W	0	36.93	1	1893	0	0
NEM1	YHR004C	0	37.73	-1	1341	1	0
NEW1	YPL226W	0	39.1	1	3591	0	1
NFI1	YOR156C	0	39.66	-1	2181	0	0
NFT1	YKR103W	0	36.86	1	3657	1	0
NFU1	YKL040C	0	37.48	-1	771	0	1
NGG1	YDR176W	0	38.55	1	2109	0	1
NGL1	YOL042W	0	36.45	1	1092	0	0
NGL2	YMR285C	0	38.7	-1	1548	0	0
NGL3	YML118W	0	41.24	1	1518	0	0
NGR1	YBR212W	0	41.8	1	2019	0	1
NHA1	YLR138W	0	40.94	1	2958	1	1
NHP10	YDL002C	0	37.91	-1	612	0	1
NHP6A	YPR052C	0	46.1	-1	282	0	1
NHX1	YDR456W	0	38.43	1	1902	1	0
NIF3	YGL221C	0	44.98	-1	867	0	0
NIP100	YPL174C	0	34.48	-1	2607	0	1
NIS1	YNL078W	0	44.53	1	1224	0	0
NIT1	YIL164C	0	47.83	-1	600	0	0
NIT2	YJL126W	0	41.77	1	924	0	0
NIT3	YLR351C	0	43.38	-1	876	0	0
NKP1	YDR383C	0	37.8	-1	717	0	0
NKP2	YLR315W	0	43.94	1	462	0	1
NMA1	YLR328W	0	40.22	1	1206	0	0
NMA111	YNL123W	0	38.64	1	2994	0	0
NMA2	YGR010W	0	40.74	1	1188	0	0
NMD2	YHR077C	0	35.71	-1	3270	0	1
NMD4	YLR363C	0	33.64	-1	657	0	0
NNF2	YGR089W	0	35.15	1	2811	1	1
NNK1	YKL171W	0	40.62	1	2787	0	0
NNT1	YLR285W	0	37.79	1	786	0	0
NOP12	YOL041C	0	36.45	-1	1380	0	1
NOP13	YNL175C	0	39.52	-1	1212	0	0
NOP16	YER002W	0	37.93	1	696	0	0
NOP6	YDL213C	0	42.18	-1	678	0	1
NOT3	YIL038C	0	39.23	-1	2511	0	1
NOT5	YPR072W	0	36.36	1	1683	0	1
NPC2	YDL046W	0	43.49	1	522	1	0
NPL3	YDR432W	0	47.87	1	1245	0	0
NPL4	YBR170C	0	39.93	-1	1743	0	0
NPL6	YMR091C	0	39.22	-1	1308	0	0
NPP1	YCR026C	0	40.29	-1	2229	1	0
NPP2	YEL016C	0	40.49	-1	1482	0	0
NPR1	YNL183C	0	39.06	-1	2373	0	1
NPR2	YEL062W	0	36.85	1	1848	0	0
NPR3	YHL023C	0	37.37	-1	3441	0	0
NPT1	YOR209C	0	37.98	-1	1290	0	0
NPY1	YGL067W	0	38.61	1	1155	0	0
NQM1	YGR043C	0	40.52	-1	1002	0	0
NRG1	YDR043C	0	36.93	-1	696	0	0
NRG2	YBR066C	0	38.01	-1	663	0	0
NRK1	YNL129W	0	35.41	1	723	0	0
NRM1	YNR009W	0	42.27	1	750	0	0
NRP1	YDL167C	0	37.73	-1	2160	0	0
NRT1	YOR071C	0	42.68	-1	1797	1	0
NSG1	YHR133C	0	39.16	-1	876	1	0
NSG2	YNL156C	0	39.89	-1	900	1	0
NSI1	YDR026C	0	38.76	-1	1713	0	0
NSR1	YGR159C	0	43.29	-1	1245	0	1
NST1	YNL091W	0	39.38	1	3723	0	1
NTA1	YJR062C	0	37.92	-1	1374	0	0
NTC20	YBR188C	0	40.19	-1	423	0	0
NTE1	YML059C	0	40.48	-1	5040	1	0
NTG1	YAL015C	0	43.42	-1	1200	0	0
NTG2	YOL043C	0	39.28	-1	1143	0	0
NTH1	YDR001C	0	40.74	-1	2256	0	0
NTH2	YBR001C	0	39.31	-1	2343	0	0
NTO1	YPR031W	0	36.98	1	2247	0	0
NUC1	YJL208C	0	40	-1	990	1	0
NUM1	YDR150W	0	38.34	1	8247	0	1
NUP100	YKL068W	0	40.66	1	2880	0	0
NUP120	YKL057C	0	34.14	-1	3114	0	0
NUP133	YKR082W	0	35.35	1	3474	0	0
NUP170	YBL079W	0	37.3	1	4509	0	0
NUP188	YML103C	0	33.92	-1	4968	0	0
NUP2	YLR335W	0	40.55	1	2163	0	0
NUP42	YDR192C	0	44.16	-1	1293	0	0
NUP53	YMR153W	0	39.22	1	1428	0	0
NUP60	YAR002W	0	39.51	1	1620	0	1
NUP84	YDL116W	0	36.73	1	2181	0	0
NUR1	YDL089W	0	35.26	1	1455	1	0
NUT1	YGL151W	0	34.95	1	3399	0	0
NVJ1	YHR195W	0	41.41	1	966	0	0
NVJ2	YPR091C	0	38.09	-1	2313	1	0
NVJ3	YDR179W-A	0	34.2	1	1392	0	0
NYV1	YLR093C	0	37.21	-1	762	1	0
OAC1	YKL120W	0	39.08	1	975	1	0
OAF1	YAL051W	0	37.31	1	3144	0	0
OAF3	YKR064W	0	34.99	1	2592	0	0
OAR1	YKL055C	0	41.7	-1	837	0	0
OAZ1	YPL052W	0	33.18	1	879	0	0
OCA1	YNL099C	0	41.42	-1	717	0	0
OCA2	YNL056W	0	41.08	1	594	0	0
OCA4	YCR095C	0	34.07	-1	1089	0	0
OCA5	YHL029C	0	40.74	-1	2040	0	0
OCA6	YDR067C	0	34.81	-1	675	0	0
OCH1	YGL038C	0	39.02	-1	1443	1	0
OCT1	YKL134C	0	37.43	-1	2319	0	0
ODC1	YPL134C	0	44.59	-1	933	1	0
ODC2	YOR222W	0	42.75	1	924	0	0
OGG1	YML060W	0	40.14	1	1131	0	0
OLA1	YBR025C	0	39.58	-1	1185	0	0
OM14	YBR230C	0	43.23	-1	405	0	0
OMA1	YKR087C	0	38.25	-1	1038	0	0
OMS1	YDR316W	0	35.24	1	1416	1	0
OPI1	YHL020C	0	48.23	-1	1215	0	1
OPI10	YOL032W	0	40.89	1	741	0	0
OPI11	YPR044C	0	38.98	-1	354	0	0
OPI3	YJR073C	0	48.63	-1	621	0	0
OPI6	YDL096C	0	48.62	-1	327	0	0
OPI7	YDR360W	0	42.76	1	435	0	0
OPI8	YKR035C	0	40.65	-1	642	0	0
OPI9	YLR338W	0	50.12	1	858	0	0
OPT1	YJL212C	0	42.42	-1	2400	1	0
OPT2	YPR194C	0	37.32	-1	2634	1	0
OPY1	YBR129C	0	37.39	-1	987	0	0
OPY2	YPR075C	0	44.97	-1	1083	1	1
ORM1	YGR038W	0	40.06	1	669	1	0
ORM2	YLR350W	0	47	1	651	1	0
ORT1	YOR130C	0	41.64	-1	879	0	0
OSH2	YDL019C	0	40.39	-1	3852	0	1
OSH3	YHR073W	0	39.75	1	2991	0	1
OSH6	YKR003W	0	38.08	1	1347	0	0
OSM1	YJR051W	0	39.24	1	1506	1	0
OST3	YOR085W	0	42.36	1	1053	1	0
OST4	YDL232W	0	41.44	1	111	1	0
OST5	YGL226C-A	0	37.32	-1	261	1	0
OST6	YML019W	0	37.64	1	999	1	0
OSW1	YOR255W	0	37.75	1	837	0	0
OSW2	YLR054C	0	37.8	-1	2175	0	0
OSW5	YMR148W	0	42.73	1	447	1	0
OSW7	YFR039C	0	38.1	-1	1533	0	0
OTU1	YFL044C	0	43.49	-1	906	0	0
OTU2	YHL013C	0	37.66	-1	924	0	1
OXA1	YER154W	0	46.65	1	1209	1	1
OXP1	YKL215C	0	40.12	-1	3861	0	0
OXR1	YPL196W	0	40.15	1	822	0	0
OYE2	YHR179W	0	43.06	1	1203	0	0
OYE3	YPL171C	0	46.72	-1	1203	0	0
PAA1	YDR071C	0	36.98	-1	576	0	0
PAC1	YOR269W	0	39.93	1	1485	0	1
PAC10	YGR078C	0	45.5	-1	600	0	0
PAC11	YDR488C	0	50	-1	1602	0	1
PAC2	YER007W	0	35.13	1	1557	0	0
PAD1	YDR538W	0	41.98	1	729	0	0
PAF1	YBR279W	0	38.94	1	1338	0	1
PAH1	YMR165C	0	40.98	-1	2589	0	0
PAI3	YMR174C	0	42.51	-1	207	0	0
PAL1	YDR348C	0	42.53	-1	1500	0	0
PAM1	YDR251W	0	37.55	1	2493	0	1
PAM17	YKR065C	0	41.41	-1	594	1	0
PAN2	YGL094C	0	37.51	-1	3348	0	0
PAN3	YKL025C	0	36.67	-1	2040	0	0
PAN6	YIL145C	0	42.69	-1	930	0	0
PAP2	YOL115W	0	38.23	1	1755	0	1
PAR32	YDL173W	0	44.26	1	888	0	0
PAT1	YCR077C	0	43.45	-1	2391	0	1
PAU11	YGL261C	0	49.31	-1	363	0	0
PAU13	YHL046C	0	49.86	-1	363	0	0
PAU17	YLL025W	0	47.73	1	375	0	0
PAU2	YEL049W	0	47.66	1	363	0	0
PAU23	YLR037C	0	46.4	-1	375	1	0
PAU24	YBR301W	0	49.04	1	363	0	0
PAU4	YLR461W	0	48.48	1	363	0	0
PAU5	YFL020C	0	46.07	-1	369	0	0
PAU7	YAR020C	0	44.05	-1	168	1	0
PAU8	YAL068C	0	49.59	-1	363	0	0
PBA1	YLR199C	0	38.28	-1	831	0	0
PBI1	YPL272C	0	35.78	-1	1554	0	0
PBI2	YNL015W	0	39.47	1	228	0	1
PBP1	YGR178C	0	42.14	-1	2169	0	0
PBP2	YBR233W	0	41.47	1	1242	0	0
PBP4	YDL053C	0	42.47	-1	558	0	0
PBS2	YJL128C	0	42.15	-1	2007	0	0
PCA1	YBR295W	0	41.52	1	3651	1	0
PCD1	YLR151C	0	37.54	-1	1023	0	0
PCH2	YBR186W	0	37	1	1695	0	0
PCI8	YIL071C	0	33.71	-1	1335	0	0
PCK1	YKR097W	0	41.45	1	1650	0	0
PCL1	YNL289W	0	44.64	1	840	0	0
PCL2	YDL127W	0	38.3	1	927	0	0
PCL6	YER059W	0	39.03	1	1263	0	0
PCL7	YIL050W	0	38	1	858	0	0
PCL8	YPL219W	0	39.76	1	1479	0	0
PCL9	YDL179W	0	38.47	1	915	0	0
PCP1	YGR101W	0	43.23	1	1041	1	0
PCS60	YBR222C	0	44.49	-1	1632	0	0
PCT1	YGR202C	0	42.2	-1	1275	0	0
PDA1	YER178W	0	45.21	1	1263	0	0
PDB1	YBR221C	0	43.14	-1	1101	0	0
PDC1	YLR044C	0	45.39	-1	1692	0	0
PDC5	YLR134W	0	42.2	1	1692	0	0
PDC6	YGR087C	0	44.62	-1	1692	0	0
PDE1	YGL248W	0	40.18	1	1110	0	0
PDE2	YOR360C	0	35.86	-1	1581	0	0
PDH1	YPR002W	0	40.04	1	1551	0	0
PDP3	YLR455W	0	36.39	1	915	0	0
PDR1	YGL013C	0	37.98	-1	3207	0	1
PDR10	YOR328W	0	41.09	1	4695	1	0
PDR11	YIL013C	0	39.02	-1	4236	1	0
PDR12	YPL058C	0	39.09	-1	4536	1	0
PDR15	YDR406W	0	41.24	1	4590	1	0
PDR16	YNL231C	0	38.35	-1	1056	0	1
PDR17	YNL264C	0	40.36	-1	1053	0	0
PDR18	YNR070W	0	39.46	1	4002	1	0
PDR3	YBL005W	0	36.03	1	2931	0	0
PDR5	YOR153W	0	39.64	1	4536	1	0
PDR8	YLR266C	0	35.71	-1	2106	0	0
PDX1	YGR193C	0	39.74	-1	1233	0	0
PDX3	YBR035C	0	43.38	-1	687	0	0
PEA2	YER149C	0	40.14	-1	1263	0	1
PEF1	YGR058W	0	40.67	1	1008	0	1
PEP1	YBL017C	0	38.97	-1	4740	1	0
PEP12	YOR036W	0	39.1	1	867	1	0
PEP3	YLR148W	0	33.8	1	2757	0	1
PEP4	YPL154C	0	42.61	-1	1218	0	0
PEP5	YMR231W	0	36.02	1	3090	0	1
PEP7	YDR323C	0	36.95	-1	1548	0	1
PEP8	YJL053W	0	38.68	1	1140	0	0
PER1	YCR044C	0	40.78	-1	1074	1	0
PER33	YLR064W	0	36.37	1	822	1	0
PES4	YFR023W	0	32.68	1	1836	0	0
PET10	YKR046C	0	48.12	-1	852	0	0
PET100	YDR079W	0	35.71	1	336	0	1
PET111	YMR257C	0	34.46	-1	2403	0	0
PET112	YBL080C	0	41.14	-1	1626	0	0
PET117	YER058W	0	42.59	1	324	1	0
PET122	YER153C	0	55.03	-1	765	0	0
PET123	YOR158W	0	36.57	1	957	0	1
PET127	YOR017W	0	37.16	1	2403	0	1
PET130	YJL023C	0	35.63	-1	1044	0	0
PET18	YCR020C	0	38.73	-1	648	0	0
PET20	YPL159C	0	38.06	-1	762	0	0
PET309	YLR067C	0	35.68	-1	2898	0	0
PET494	YNR045W	0	41.63	1	1470	1	0
PET54	YGR222W	0	36.73	1	882	0	0
PET8	YNL003C	0	42.34	-1	855	1	0
PEX1	YKL197C	0	39.37	-1	3132	0	0
PEX10	YDR265W	0	38.86	1	1014	1	0
PEX11	YOL147C	0	43.74	-1	711	0	0
PEX12	YMR026C	0	38.58	-1	1200	1	0
PEX13	YLR191W	0	40.74	1	1161	0	0
PEX14	YGL153W	0	40.84	1	1026	0	1
PEX15	YOL044W	0	36.98	1	1152	0	0
PEX17	YNL214W	0	37.67	1	600	1	0
PEX18	YHR160C	0	37.79	-1	852	0	1
PEX19	YDL065C	0	37.12	-1	1029	0	0
PEX2	YJL210W	0	46.81	1	816	0	0
PEX21	YGR239C	0	43.25	-1	867	0	0
PEX22	YAL055W	0	42.36	1	543	1	0
PEX25	YPL112C	0	37.05	-1	1185	0	1
PEX27	YOR193W	0	32.36	1	1131	0	0
PEX28	YHR150W	0	39.66	1	1740	1	0
PEX29	YDR479C	0	39.7	-1	1665	1	0
PEX3	YDR329C	0	41.48	-1	1326	1	1
PEX30	YLR324W	0	41.54	1	1572	1	0
PEX31	YGR004W	0	37.65	1	1389	1	0
PEX32	YBR168W	0	35.43	1	1242	1	1
PEX34	YCL056C	0	33.56	-1	435	0	0
PEX4	YGR133W	0	43.66	1	552	0	0
PEX5	YDR244W	0	39.31	1	1839	0	1
PEX6	YNL329C	0	38.96	-1	3093	0	0
PEX7	YDR142C	0	39.45	-1	1128	0	0
PEX8	YGR077C	0	39.04	-1	1770	0	0
PFA3	YNL326C	0	38.97	-1	1011	1	0
PFA4	YOL003C	0	39.05	-1	1137	1	0
PFA5	YDR459C	0	40.18	-1	1125	1	0
PFD1	YJL179W	0	34.24	1	330	0	1
PFF1	YBR074W	0	37.87	1	2931	1	0
PFK1	YGR240C	0	41.57	-1	2964	0	0
PFK2	YMR205C	0	43.16	-1	2880	0	1
PFK26	YIL107C	0	37.52	-1	2484	0	0
PFK27	YOL136C	0	35.85	-1	1194	0	0
PFS1	YHR185C	0	35.43	-1	714	0	0
PGC1	YPL206C	0	41.1	-1	966	0	0
PGD1	YGL025C	0	46.82	-1	1194	0	1
PGM1	YKL127W	0	40.98	1	1713	0	0
PGM2	YMR105C	0	41.17	-1	1710	0	0
PGU1	YJR153W	0	40.98	1	1086	0	0
PHA2	YNL316C	0	39.6	-1	1005	0	0
PHB1	YGR132C	0	42.01	-1	864	0	1
PHB2	YGR231C	0	41.91	-1	933	1	0
PHD1	YKL043W	0	44.41	1	1101	0	0
PHM6	YDR281C	0	41.59	-1	315	1	0
PHM7	YOL084W	0	44.12	1	2976	1	0
PHM8	YER037W	0	37.58	1	966	0	0
PHO13	YDL236W	0	40.26	1	939	0	0
PHO23	YNL097C	0	46.42	-1	993	0	0
PHO3	YBR092C	0	42.95	-1	1404	0	0
PHO4	YFR034C	0	54.21	-1	939	0	0
PHO5	YBR093C	0	42.38	-1	1404	0	0
PHO8	YDR481C	0	43.8	-1	1701	1	0
PHO80	YOL001W	0	37.07	1	882	0	0
PHO81	YGR233C	0	35.76	-1	3537	0	0
PHO84	YML123C	0	41.44	-1	1764	1	0
PHO85	YPL031C	0	43.53	-1	918	0	0
PHO86	YJL117W	0	40.6	1	936	1	0
PHO87	YCR037C	0	38.56	-1	2772	1	1
PHO88	YBR106W	0	43.39	1	567	1	0
PHO89	YBR296C	0	40.75	-1	1725	1	0
PHO90	YJL198W	0	41.69	1	2646	1	0
PHO91	YNR013C	0	42.01	-1	2685	1	1
PHO92	YDR374C	0	33.44	-1	921	0	0
PHR1	YOR386W	0	36.57	1	1698	0	0
PIB1	YDR313C	0	41.46	-1	861	0	0
PIB2	YGL023C	0	46.65	-1	1908	0	0
PIC2	YER053C	0	39.53	-1	903	1	0
PIF1	YML061C	0	39.34	-1	2580	0	1
PIG1	YLR273C	0	36.06	-1	1947	0	0
PIG2	YIL045W	0	36.86	1	1617	0	0
PIH1	YHR034C	0	46.18	-1	1035	0	0
PIL1	YGR086C	0	43.33	-1	1020	0	1
PIM1	YBL022C	0	40.68	-1	3402	0	1
PIN2	YOR104W	0	38.63	1	849	1	0
PIN3	YPR154W	0	42.9	1	648	0	0
PIN4	YBL051C	0	39.06	-1	2007	0	1
PIP2	YOR363C	0	37.55	-1	2991	0	0
PIR1	YKL164C	0	45.61	-1	1026	0	0
PIR3	YKL163W	0	46.01	1	978	0	0
PIR5	YJL160C	0	42.94	-1	864	0	0
PKH1	YDR490C	0	42.72	-1	2301	0	0
PKH2	YOL100W	0	37.4	1	3246	0	0
PKH3	YDR466W	0	38.78	1	2697	0	0
PKP1	YIL042C	0	47.34	-1	1185	0	0
PKP2	YGL059W	0	35.64	1	1476	0	0
PKR1	YMR123W	0	42.55	1	369	1	0
PLB1	YMR008C	0	42.16	-1	1995	0	0
PLB2	YMR006C	0	41.73	-1	2121	0	0
PLB3	YOL011W	0	41.24	1	2061	0	0
PLC1	YPL268W	0	35.71	1	2610	0	0
PLM2	YDR501W	0	39.34	1	1566	0	0
PLP1	YDR183W	0	35.79	1	693	0	1
PMA2	YPL036W	0	43.64	1	2844	1	0
PMC1	YGL006W	0	38.47	1	3522	1	1
PMD1	YER132C	0	39.26	-1	5262	0	0
PML1	YLR016C	0	42.44	-1	615	0	0
PML39	YML107C	0	38.81	-1	1005	0	0
PMP1	YCR024C-A	0	35.77	-1	123	1	0
PMP2	YEL017C-A	0	37.12	-1	132	1	0
PMP3	YDR276C	0	41.07	-1	168	1	0
PMR1	YGL167C	0	38.07	-1	2853	1	0
PMS1	YNL082W	0	35.74	1	2622	0	1
PMT1	YDL095W	0	42.79	1	2454	1	0
PMT2	YAL023C	0	44.56	-1	2280	1	0
